"d_essential_rank_tert","CASE_REPORTED_DATE_UPDATE","total_new_case","total_cum_case","Population","total_new_case100k","total_cum_caseper100k","rolling_newcases_100k"
1,2020-11-29,96,5994,901839,10.6449155558808,664.641915020308,7.96784601876198
1,2020-11-30,75,6069,901839,8.31634027803189,672.95825529834,8.14209314839693
1,2020-12-01,51,6120,901839,5.65511138906168,678.613366687402,8.44306546322094
1,2020-12-02,84,6204,901839,9.31430111139571,687.927667798798,9.26677916694982
1,2020-12-03,89,6293,901839,9.86872379659784,697.796391595396,8.74403777804496
1,2020-12-04,87,6380,901839,9.64695472251699,707.443346317913,8.83908166693675
1,2020-12-05,103,6483,901839,11.4211073151638,718.864453633076,9.07669138916623
1,2020-12-06,63,6546,901839,6.98572583354679,725.850179466623,8.69651583359906
1,2020-12-07,81,6627,901839,8.98164750027444,734.831826966898,8.42722481507231
1,2020-12-08,66,6693,901839,7.31837944466806,742.150206411566,8.85492231508538
1,2020-12-09,60,6753,901839,6.65307222242551,748.803278633991,8.60147194470727
1,2020-12-10,72,6825,901839,7.98368666691061,756.786965300902,8.77571907434222
1,2020-12-11,114,6939,901839,12.6408372226085,769.42780252351,9.53607018547656
1,2020-12-12,87,7026,901839,9.64695472251699,779.074757246027,10.0112896299355
1,2020-12-13,74,7100,901839,8.20545574099146,787.280212987019,10.8983659262589
1,2020-12-14,129,7229,901839,14.3041052782148,801.584318265234,11.1993382410829
1,2020-12-15,96,7325,901839,10.6449155558808,812.229233821114,11.1042943521911
1,2020-12-16,116,7441,901839,12.8626062966893,825.091840117804,11.1676569447857
1,2020-12-17,91,7532,901839,10.0904928706787,835.182332988482,11.5319918522042
1,2020-12-18,108,7640,901839,11.9755300003659,847.157862988848,10.9300472225562
1,2020-12-19,91,7731,901839,10.0904928706787,857.248355859527,11.5161512040556
1,2020-12-20,97,7828,901839,10.7558000929212,868.004155952448,11.326063426272
1,2020-12-21,91,7919,901839,10.0904928706787,878.094648823127,10.9617285188535
1,2020-12-22,133,8052,901839,14.7476434263765,892.842292249504,10.8033220373671
1,2020-12-23,104,8156,901839,11.5319918522042,904.374284101708,11.1993382410829
1,2020-12-24,68,8224,901839,7.54014851874891,911.914432620457,11.1201350003398
1,2020-12-25,98,8322,901839,10.8666846299617,922.781117250418,11.6903983336905
1,2020-12-26,116,8438,901839,12.8626062966893,935.643723547108,12.0705738892577
1,2020-12-27,92,8530,901839,10.2013774077191,945.845100954827,11.6903983336905
1,2020-12-28,127,8657,901839,14.082336204134,959.927437158961,12.6725185189057
1,2020-12-29,157,8814,901839,17.4088723153468,977.336309474307,13.4328696300401
1,2020-12-30,80,8894,901839,8.87076296323401,986.207072437541,14.2882646300662
1,2020-12-31,130,9024,901839,14.4149898152553,1000.6220622528,14.4466711115525
1,2021-01-01,146,9170,901839,16.1891424079021,1016.8112046607,14.684280833782
1,2021-01-02,170,9340,901839,18.8503712968723,1035.66157595757,14.3991491671066
1,2021-01-03,102,9442,901839,11.3102227781234,1046.97179873569,15.8723294449294
1,2021-01-04,142,9584,901839,15.7456042597404,1062.71740299543,17.9949762968461
1,2021-01-05,139,9723,901839,15.4129506486191,1078.13035364405,18.0266575931434
1,2021-01-06,173,9896,901839,19.1830249079936,1097.31337855205,17.4563942597926
1,2021-01-07,264,10160,901839,29.2735177786723,1126.58689633072,17.1079000005227
1,2021-01-08,148,10308,901839,16.4109114819829,1142.9978078127,16.8702902782933
1,2021-01-09,134,10442,901839,14.858527963417,1157.85633577612,16.9019715745905
1,2021-01-10,80,10522,901839,8.87076296323401,1166.72709873935,16.0782578708617
1,2021-01-11,127,10649,901839,14.082336204134,1180.80943494349,14.1298581485799
1,2021-01-12,141,10790,901839,15.6347197227,1196.44415466619,13.4487102781887
1,2021-01-13,121,10911,901839,13.4170289818914,1209.86118364808,12.704199815203
1,2021-01-14,141,11052,901839,15.6347197227,1225.49590337078,12.4665900929735
1,2021-01-15,105,11157,901839,11.6428763892446,1237.13877976002,11.9755300003659
1,2021-01-16,87,11244,901839,9.64695472251699,1246.78573448254,12.0388925929604
1,2021-01-17,65,11309,901839,7.20749490762764,1253.99322939017,11.2785414818261
1,2021-01-18,96,11405,901839,10.6449155558808,1264.63814494605,10.5973936114349
