"d_essential_rank_tert","CLIENT_DEATH_DATE","total_new_death","total_cum_death","Population","total_new_death100k","total_cum_deathper100k","rolling_newdeah_100k"
3,2020-10-04,1,566,900608,0.11103610005685,62.8464326321774,0.095173800048729
3,2020-10-05,1,567,900608,0.11103610005685,62.9574687322342,0.11103610005685
3,2020-10-06,1,568,900608,0.11103610005685,63.0685048322911,0.126898400064972
3,2020-10-07,0,568,900608,0,63.0685048322911,0.126898400064972
3,2020-10-08,1,569,900608,0.11103610005685,63.1795409323479,0.126898400064972
3,2020-10-09,2,571,900608,0.222072200113701,63.4016131324616,0.142760700073093
3,2020-10-10,2,573,900608,0.222072200113701,63.6236853325753,0.126898400064972
3,2020-10-11,1,574,900608,0.11103610005685,63.7347214326322,0.126898400064972
3,2020-10-12,2,576,900608,0.222072200113701,63.9567936327459,0.126898400064972
3,2020-10-13,0,576,900608,0,63.9567936327459,0.126898400064972
3,2020-10-14,0,576,900608,0,63.9567936327459,0.095173800048729
3,2020-10-15,1,577,900608,0.11103610005685,64.0678297328027,0.0793115000406075
3,2020-10-16,2,579,900608,0.222072200113701,64.2899019329164,0.063449200032486
3,2020-10-17,0,579,900608,0,64.2899019329164,0.063449200032486
3,2020-10-18,0,579,900608,0,64.2899019329164,0.095173800048729
3,2020-10-19,1,580,900608,0.11103610005685,64.4009380329733,0.126898400064972
3,2020-10-20,0,580,900608,0,64.4009380329733,0.11103610005685
3,2020-10-21,2,582,900608,0.222072200113701,64.623010233087,0.142760700073093
3,2020-10-22,3,585,900608,0.333108300170551,64.9561185332575,0.174485300089336
3,2020-10-23,1,586,900608,0.11103610005685,65.0671546333144,0.190347600097458
3,2020-10-24,2,588,900608,0.222072200113701,65.2892268334281,0.222072200113701
3,2020-10-25,2,590,900608,0.222072200113701,65.5112990335418,0.253796800129944
3,2020-10-26,2,592,900608,0.222072200113701,65.7333712336555,0.253796800129944
3,2020-10-27,2,594,900608,0.222072200113701,65.9554434337692,0.269659100138065
3,2020-10-28,4,598,900608,0.444144400227402,66.3995878339966,0.301383700154308
3,2020-10-29,3,601,900608,0.333108300170551,66.7326961341671,0.301383700154308
3,2020-10-30,2,603,900608,0.222072200113701,66.9547683342808,0.31724600016243
3,2020-10-31,4,607,900608,0.444144400227402,67.3989127345082,0.333108300170551
3,2020-11-01,2,609,900608,0.222072200113701,67.6209849346219,0.333108300170551
3,2020-11-02,3,612,900608,0.333108300170551,67.9540932347925,0.31724600016243
3,2020-11-03,3,615,900608,0.333108300170551,68.287201534963,0.31724600016243
3,2020-11-04,4,619,900608,0.444144400227402,68.7313459351904,0.396557500203037
3,2020-11-05,2,621,900608,0.222072200113701,68.9534181353041,0.42828210021928
3,2020-11-06,2,623,900608,0.222072200113701,69.1754903354178,0.460006700235523
3,2020-11-07,9,632,900608,0.999324900511654,70.1748152359295,0.507593600259888
3,2020-11-08,4,636,900608,0.444144400227402,70.6189596361569,0.507593600259888
3,2020-11-09,5,641,900608,0.555180500284252,71.1741401364412,0.555180500284252
